time(UTC),T2m,RH,G(h),Gb(n),Gd(h),IR(h),WS10m,WD10m,SP
20190401:2200,12.01,86.3,0.0,-0.0,0.0,286.8,0.97,281.0,98495.0
20190401:2300,11.22,88.75,0.0,-0.0,0.0,286.0,1.24,286.0,98524.0
20190402:0000,10.7,90.15,0.0,-0.0,0.0,295.8,1.24,291.0,98514.0
20190402:0100,10.19,90.9,0.0,-0.0,0.0,287.2,1.31,293.0,98524.0
20190402:0200,9.52,91.65,0.0,-0.0,0.0,286.4,1.45,290.0,98456.0
20190402:0300,8.85,92.35,0.0,-0.0,0.0,284.4,1.66,291.0,98475.0
20190402:0400,8.43,92.45,0.0,-0.0,0.0,283.4,1.72,300.0,98466.0
20190402:0500,8.26,92.3,0.0,-0.0,0.0,290.0,1.72,301.0,98427.0
20190402:0600,7.96,92.15,0.0,0.0,0.0,283.6,1.79,303.0,98446.0
20190402:0700,9.36,90.05,212.0,619.09,60.0,279.2,1.52,303.0,98475.0
20190402:0800,14.05,74.35,426.0,765.63,90.0,293.8,1.17,259.0,98485.0
20190402:0900,15.66,67.8,624.0,855.06,106.0,297.4,1.86,219.0,98514.0
20190402:1000,16.71,65.15,795.0,967.36,84.0,296.6,2.48,207.0,98504.0
20190402:1100,17.55,62.1,905.0,1020.04,71.0,303.4,3.03,206.0,98475.0
20190402:1200,18.32,57.6,915.0,925.66,130.0,305.4,3.45,211.0,98407.0
20190402:1300,18.84,54.25,914.0,1022.8,71.0,313.8,3.79,209.0,98349.0
20190402:1400,18.85,53.75,795.0,905.42,118.0,318.0,3.72,205.0,98243.0
20190402:1500,18.7,53.25,629.0,787.1,138.0,302.6,3.38,210.0,98214.0
20190402:1600,18.3,54.05,461.0,835.31,76.0,305.0,3.03,215.0,98136.0
20190402:1700,17.38,58.45,204.0,373.91,103.0,304.4,2.55,219.0,98126.0
20190402:1800,16.55,63.85,15.0,0.0,15.0,306.2,2.41,226.0,98117.0
20190402:1900,15.74,75.6,0.0,-0.0,0.0,310.4,2.28,235.0,98126.0
20190402:2000,14.95,81.3,0.0,-0.0,0.0,305.2,2.14,243.0,98175.0
20190402:2100,14.13,84.9,0.0,-0.0,0.0,311.8,1.72,253.0,98204.0
20190402:2200,13.46,85.25,0.0,-0.0,0.0,312.8,1.72,261.0,98214.0
20190402:2300,12.73,86.0,0.0,-0.0,0.0,307.2,1.79,272.0,98194.0
20190403:0000,11.98,86.35,0.0,-0.0,0.0,304.0,1.66,283.0,98185.0
20190403:0100,11.3,87.15,0.0,-0.0,0.0,305.4,1.79,287.0,98107.0
20190403:0200,10.74,87.3,0.0,-0.0,0.0,300.0,1.93,290.0,98030.0
20190403:0300,10.27,86.95,0.0,-0.0,0.0,293.2,2.0,298.0,97981.0
20190403:0400,9.99,86.95,0.0,-0.0,0.0,298.6,2.0,304.0,97923.0
20190403:0500,9.57,87.4,0.0,-0.0,0.0,290.4,1.93,305.0,97884.0
20190403:0600,9.32,87.3,8.0,0.0,8.0,289.2,1.86,300.0,97826.0
20190403:0700,10.8,85.45,214.0,606.87,62.0,285.2,1.38,300.0,97797.0
20190403:0800,15.14,69.65,426.0,752.97,92.0,287.8,0.9,264.0,97778.0
20190403:0900,16.9,57.95,635.0,906.17,82.0,294.4,1.79,208.0,97739.0
20190403:1000,17.61,59.65,763.0,838.8,143.0,298.8,2.55,197.0,97700.0
20190403:1100,18.21,61.6,731.0,485.72,332.0,302.4,3.31,201.0,97652.0
20190403:1200,18.59,62.5,905.0,895.97,142.0,305.8,4.0,209.0,97564.0
20190403:1300,18.9,61.35,875.0,888.23,140.0,306.8,4.62,216.0,97477.0
20190403:1400,19.15,58.05,773.0,827.13,152.0,307.4,4.48,221.0,97342.0
20190403:1500,19.45,54.45,658.0,927.05,77.0,304.6,4.69,227.0,97206.0
20190403:1600,19.59,51.75,457.0,810.8,81.0,308.6,4.9,231.0,97099.0
20190403:1700,19.21,52.25,229.0,553.21,78.0,301.6,4.48,234.0,97022.0
20190403:1800,18.3,57.3,19.0,14.85,18.0,299.6,3.79,237.0,96993.0
20190403:1900,17.29,61.8,0.0,-0.0,0.0,296.6,3.31,246.0,97003.0
20190403:2000,16.36,67.4,0.0,-0.0,0.0,294.4,2.97,252.0,97051.0
20190403:2100,15.32,70.75,0.0,-0.0,0.0,292.0,2.69,261.0,97051.0
20190403:2200,14.35,71.45,0.0,-0.0,0.0,290.0,2.34,278.0,97041.0
20190403:2300,13.16,73.35,0.0,-0.0,0.0,287.0,2.21,293.0,97012.0
20190404:0000,11.96,75.55,0.0,-0.0,0.0,282.6,2.21,303.0,96954.0
20190404:0100,10.77,78.75,0.0,-0.0,0.0,280.4,2.21,311.0,96954.0
20190404:0200,9.77,81.7,0.0,-0.0,0.0,276.0,2.0,318.0,96906.0
20190404:0300,9.35,82.15,0.0,-0.0,0.0,275.4,1.79,321.0,96954.0
20190404:0400,9.2,81.6,0.0,-0.0,0.0,274.2,1.66,328.0,96983.0
20190404:0500,8.83,82.6,0.0,-0.0,0.0,274.0,1.59,329.0,97051.0
20190404:0600,8.48,83.1,10.0,0.0,10.0,275.0,1.72,333.0,97090.0
20190404:0700,10.44,75.1,187.0,356.34,96.0,279.6,2.14,60.0,97206.0
20190404:0800,12.62,72.05,244.0,82.54,207.0,285.4,3.31,81.0,97284.0
20190404:0900,13.41,68.55,313.0,48.81,283.0,312.8,3.31,87.0,97351.0
20190404:1000,14.04,65.4,532.0,217.96,370.0,336.2,3.1,100.0,97409.0
20190404:1100,14.24,66.15,800.0,660.4,255.0,341.6,3.1,111.0,97400.0
20190404:1200,14.21,67.45,403.0,25.73,381.0,331.6,3.03,117.0,97409.0
20190404:1300,13.99,69.3,409.0,33.71,381.0,345.4,2.83,123.0,97351.0
20190404:1400,13.79,70.55,211.0,0.0,211.0,333.8,2.55,137.0,97342.0
20190404:1500,13.72,70.8,153.0,0.0,153.0,337.8,2.28,155.0,97332.0
20190404:1600,13.42,72.1,102.0,0.0,102.0,323.8,2.21,164.0,97303.0
20190404:1700,13.04,73.4,73.0,0.0,73.0,329.0,2.14,172.0,97284.0
20190404:1800,12.67,75.75,8.0,0.0,8.0,342.2,2.14,181.0,97264.0
20190404:1900,12.25,82.55,0.0,-0.0,0.0,333.4,1.79,202.0,97264.0
20190404:2000,11.8,86.4,0.0,-0.0,0.0,323.2,1.79,217.0,97313.0
20190404:2100,11.43,89.7,0.0,-0.0,0.0,319.2,1.93,224.0,97332.0
20190404:2200,11.42,90.05,0.0,-0.0,0.0,340.8,2.62,229.0,97371.0
20190404:2300,11.33,90.6,0.0,-0.0,0.0,332.6,2.9,240.0,97342.0
20190405:0000,11.0,91.75,0.0,-0.0,0.0,313.2,3.24,248.0,97332.0
20190405:0100,10.85,91.0,0.0,-0.0,0.0,322.25,3.59,250.0,97303.0
20190405:0200,10.78,89.6,0.0,-0.0,0.0,322.8,3.66,251.0,97225.0
20190405:0300,10.71,87.15,0.0,-0.0,0.0,311.0,3.59,252.0,97216.0
20190405:0400,10.42,86.45,0.0,-0.0,0.0,294.8,3.72,253.0,97187.0
20190405:0500,10.31,85.75,0.0,-0.0,0.0,302.0,3.86,255.0,97196.0
20190405:0600,10.05,84.75,12.0,0.0,12.0,290.8,3.86,256.0,97225.0
20190405:0700,10.66,80.4,169.0,234.4,108.0,278.6,3.52,252.0,97254.0
20190405:0800,12.25,70.15,408.0,616.04,129.0,277.0,4.62,244.0,97254.0
20190405:0900,13.52,62.85,597.0,715.65,154.0,281.4,6.07,243.0,97274.0
20190405:1000,14.05,61.25,325.0,17.4,312.0,307.0,7.31,241.0,97303.0
20190405:1100,13.94,64.2,367.0,18.09,352.0,310.8,7.45,240.0,97274.0
20190405:1200,13.81,66.7,595.0,185.2,436.0,308.4,7.45,237.0,97235.0
20190405:1300,13.07,70.6,444.0,53.96,399.0,321.8,7.31,237.0,97225.0
20190405:1400,12.77,71.45,123.0,0.0,123.0,341.0,6.69,244.0,97206.0
20190405:1500,13.15,66.25,382.0,115.43,309.0,343.2,6.0,244.0,97187.0
20190405:1600,12.73,67.4,147.0,2.13,146.0,334.6,6.28,239.0,97129.0
20190405:1700,11.91,69.65,82.0,3.59,81.0,326.0,6.34,241.0,97119.0
20190405:1800,11.56,69.75,3.0,0.0,3.0,290.0,5.66,244.0,97138.0
20190405:1900,11.54,70.05,0.0,-0.0,0.0,278.0,4.41,250.0,97216.0
20190405:2000,10.91,69.75,0.0,-0.0,0.0,268.8,4.07,251.0,97322.0
20190405:2100,10.26,70.9,0.0,-0.0,0.0,267.2,3.72,254.0,97380.0
20190405:2200,9.69,72.0,0.0,-0.0,0.0,268.0,3.59,255.0,97439.0
20190405:2300,9.18,72.85,0.0,-0.0,0.0,265.8,3.72,256.0,97439.0
20190406:0000,8.75,73.6,0.0,-0.0,0.0,267.8,3.79,259.0,97439.0
20190406:0100,8.43,73.75,0.0,-0.0,0.0,265.4,3.79,261.0,97409.0
20190406:0200,8.21,72.85,0.0,-0.0,0.0,263.6,3.72,261.0,97390.0
20190406:0300,8.01,72.3,0.0,-0.0,0.0,262.4,3.66,263.0,97400.0
20190406:0400,7.89,71.35,0.0,-0.0,0.0,261.6,3.31,267.0,97400.0
20190406:0500,7.8,70.4,0.0,-0.0,0.0,259.0,3.03,268.0,97468.0
20190406:0600,7.74,70.45,15.0,0.0,15.0,260.2,2.83,267.0,97506.0
20190406:0700,9.05,67.6,232.0,637.57,63.0,259.0,2.48,255.0,97574.0
20190406:0800,10.96,57.8,454.0,824.09,77.0,266.0,3.03,246.0,97623.0
20190406:0900,12.34,52.3,657.0,932.11,76.0,269.2,3.66,239.0,97642.0
20190406:1000,13.92,46.7,818.0,996.96,69.0,274.2,4.76,241.0,97661.0
20190406:1100,14.9,46.45,922.0,1031.63,63.0,296.6,5.59,233.0,97652.0
20190406:1200,15.64,45.7,942.0,975.74,101.0,286.4,6.41,234.0,97632.0
20190406:1300,15.88,45.5,765.0,526.86,324.0,287.2,6.83,238.0,97584.0
20190406:1400,15.72,48.2,800.0,885.86,127.0,293.8,6.83,235.0,97652.0
20190406:1500,12.82,63.0,635.0,771.37,145.0,320.8,6.76,249.0,97603.0
20190406:1600,13.01,66.35,382.0,398.25,194.0,297.8,6.07,241.0,97652.0
20190406:1700,11.92,73.25,34.0,0.0,34.0,292.4,6.83,249.0,97671.0
20190406:1800,11.59,74.0,41.0,236.65,23.0,299.2,4.97,250.0,97700.0
20190406:1900,11.5,75.9,0.0,-0.0,0.0,302.2,5.1,247.0,97739.0
20190406:2000,11.21,76.9,0.0,-0.0,0.0,298.0,4.55,251.0,97778.0
20190406:2100,10.97,76.3,0.0,-0.0,0.0,299.4,4.28,261.0,97816.0
20190406:2200,10.42,75.9,0.0,-0.0,0.0,281.4,4.14,266.0,97875.0
20190406:2300,9.86,75.9,0.0,-0.0,0.0,270.0,4.14,268.0,97904.0
20190407:0000,9.39,75.25,0.0,-0.0,0.0,266.4,4.0,270.0,97894.0
20190407:0100,9.05,74.1,0.0,-0.0,0.0,270.8,3.93,272.0,97865.0
20190407:0200,8.66,73.45,0.0,-0.0,0.0,265.0,3.79,274.0,97836.0
20190407:0300,8.38,73.3,0.0,-0.0,0.0,268.0,3.72,276.0,97807.0
20190407:0400,8.3,72.35,0.0,-0.0,0.0,267.6,3.45,277.0,97826.0
20190407:0500,8.32,71.35,0.0,-0.0,0.0,267.4,3.17,276.0,97836.0
20190407:0600,8.2,71.25,18.0,0.0,18.0,263.8,3.1,275.0,97894.0
20190407:0700,9.91,68.7,229.0,585.5,71.0,278.6,2.76,263.0,97952.0
20190407:0800,12.29,58.95,434.0,694.79,113.0,273.2,2.9,255.0,98010.0
20190407:0900,13.97,52.4,639.0,846.14,108.0,279.0,3.17,252.0,98068.0
20190407:1000,15.68,44.35,799.0,921.59,103.0,292.0,3.72,262.0,98146.0
20190407:1100,17.05,38.65,876.0,869.32,149.0,312.4,3.93,244.0,98165.0
20190407:1200,17.8,37.55,678.0,300.5,418.0,326.6,4.48,234.0,98146.0
20190407:1300,18.41,36.05,432.0,44.04,395.0,316.6,4.69,231.0,98165.0
20190407:1400,18.88,36.5,607.0,330.45,355.0,316.8,4.9,233.0,98156.0
20190407:1500,18.55,39.9,541.0,442.01,259.0,327.0,5.03,228.0,98185.0
20190407:1600,17.98,44.05,350.0,290.65,212.0,331.4,5.03,235.0,98214.0
20190407:1700,17.47,46.7,225.0,454.05,96.0,336.6,4.69,238.0,98262.0
20190407:1800,16.64,51.55,33.0,88.67,26.0,327.6,4.21,243.0,98311.0
20190407:1900,15.04,64.7,0.0,-0.0,0.0,304.8,3.66,244.0,98369.0
20190407:2000,14.09,72.9,0.0,-0.0,0.0,308.2,3.03,249.0,98436.0
20190407:2100,13.26,78.9,0.0,-0.0,0.0,335.6,2.28,248.0,98475.0
20190407:2200,12.6,83.6,0.0,-0.0,0.0,332.2,2.07,253.0,98475.0
20190407:2300,12.45,85.45,0.0,-0.0,0.0,340.2,2.0,257.0,98466.0
20190408:0000,11.7,88.15,0.0,-0.0,0.0,304.6,2.34,267.0,98417.0
20190408:0100,11.16,88.0,0.0,-0.0,0.0,303.6,2.55,274.0,98349.0
20190408:0200,10.77,88.2,0.0,-0.0,0.0,303.4,2.76,278.0,98340.0
20190408:0300,10.22,89.0,0.0,-0.0,0.0,297.8,2.76,281.0,98320.0
20190408:0400,10.06,89.7,0.0,-0.0,0.0,308.0,2.62,283.0,98320.0
20190408:0500,9.84,90.65,0.0,-0.0,0.0,306.6,2.55,285.0,98311.0
20190408:0600,9.64,90.85,18.0,0.0,18.0,301.8,2.55,285.0,98340.0
20190408:0700,11.92,87.5,214.0,444.3,92.0,316.2,2.28,268.0,98388.0
20190408:0800,14.29,77.25,436.0,705.26,107.0,300.6,2.62,251.0,98398.0
20190408:0900,15.85,70.6,614.0,742.39,145.0,308.2,3.52,237.0,98417.0
20190408:1000,17.03,65.0,784.0,872.1,122.0,306.4,4.55,237.0,98436.0
20190408:1100,18.17,56.95,878.0,887.07,133.0,310.8,5.17,237.0,98388.0
20190408:1200,18.88,52.9,908.0,880.82,143.0,327.2,5.38,231.0,98359.0
20190408:1300,18.68,53.35,891.0,921.56,114.0,325.6,5.45,230.0,98320.0
20190408:1400,18.73,54.7,762.0,766.88,175.0,338.2,5.45,232.0,98262.0
20190408:1500,19.2,53.75,645.0,835.0,110.0,314.8,5.45,235.0,98214.0
20190408:1600,18.47,57.1,441.0,674.37,119.0,318.2,5.24,244.0,98204.0
20190408:1700,17.83,59.65,232.0,502.0,88.0,333.0,4.69,249.0,98185.0
20190408:1800,16.63,66.75,38.0,134.45,27.0,336.4,3.52,252.0,98185.0
20190408:1900,16.14,68.15,0.0,-0.0,0.0,312.6,3.66,244.0,98204.0
20190408:2000,15.27,72.7,0.0,-0.0,0.0,305.0,3.38,255.0,98243.0
20190408:2100,14.54,76.25,0.0,-0.0,0.0,309.6,3.17,257.0,98272.0
20190408:2200,13.76,78.55,0.0,-0.0,0.0,296.6,3.31,260.0,98281.0
20190408:2300,13.13,79.65,0.0,-0.0,0.0,297.4,3.17,261.0,98291.0
20190409:0000,12.68,79.4,0.0,-0.0,0.0,298.8,3.1,264.0,98272.0
20190409:0100,12.11,79.45,0.0,-0.0,0.0,286.8,3.03,268.0,98272.0
20190409:0200,11.49,79.65,0.0,-0.0,0.0,284.2,2.9,273.0,98252.0
20190409:0300,10.92,79.55,0.0,-0.0,0.0,279.0,2.62,280.0,98243.0
20190409:0400,10.32,80.1,0.0,-0.0,0.0,276.2,2.34,286.0,98281.0
20190409:0500,9.59,81.55,0.0,-0.0,0.0,271.6,2.21,289.0,98272.0
20190409:0600,8.95,82.55,22.0,0.0,22.0,269.8,2.14,293.0,98330.0
20190409:0700,10.96,77.95,248.0,658.83,64.0,271.2,1.59,286.0,98407.0
20190409:0800,13.69,60.05,459.0,770.83,96.0,278.8,1.66,267.0,98436.0
20190409:0900,15.0,52.65,105.0,0.0,105.0,286.4,2.07,242.0,98456.0
20190409:1000,15.98,49.75,833.0,1002.75,68.0,287.2,2.97,222.0,98485.0
20190409:1100,16.86,46.3,937.0,1036.35,63.0,288.8,3.86,228.0,98436.0
20190409:1200,17.59,42.95,950.0,963.6,110.0,311.6,4.62,226.0,98388.0
20190409:1300,18.31,40.1,893.0,868.68,158.0,328.2,5.24,228.0,98330.0
20190409:1400,18.92,37.15,785.0,795.33,174.0,310.2,5.52,231.0,98262.0
20190409:1500,19.18,35.2,683.0,944.96,75.0,309.8,5.59,234.0,98194.0
20190409:1600,18.86,35.65,473.0,791.42,93.0,302.2,5.31,238.0,98175.0
20190409:1700,18.35,36.95,244.0,538.72,88.0,300.2,4.97,247.0,98156.0
20190409:1800,17.57,39.4,48.0,248.01,27.0,298.0,4.55,247.0,98175.0
20190409:1900,15.75,51.55,0.0,-0.0,0.0,282.8,4.07,245.0,98233.0
20190409:2000,14.85,57.15,0.0,-0.0,0.0,283.2,3.52,254.0,98272.0
20190409:2100,13.9,64.1,0.0,-0.0,0.0,281.0,3.1,260.0,98320.0
20190409:2200,13.1,65.95,0.0,-0.0,0.0,280.8,2.76,268.0,98320.0
20190409:2300,12.31,68.05,0.0,-0.0,0.0,279.2,2.48,279.0,98320.0
20190410:0000,11.46,71.35,0.0,-0.0,0.0,280.0,2.41,285.0,98291.0
20190410:0100,10.73,75.3,0.0,-0.0,0.0,280.2,2.34,289.0,98272.0
20190410:0200,9.99,78.4,0.0,-0.0,0.0,276.2,2.28,293.0,98243.0
20190410:0300,9.4,80.35,0.0,-0.0,0.0,275.0,2.14,294.0,98223.0
20190410:0400,8.93,81.1,0.0,-0.0,0.0,275.2,2.07,297.0,98233.0
20190410:0500,8.62,80.85,0.0,-0.0,0.0,275.8,1.93,301.0,98204.0
20190410:0600,8.44,79.85,26.0,38.04,23.0,275.0,1.93,303.0,98223.0
20190410:0700,11.11,72.5,244.0,591.71,76.0,277.6,1.31,303.0,98281.0
20190410:0800,13.95,57.4,450.0,698.51,118.0,285.8,1.31,279.0,98272.0
20190410:0900,15.36,49.05,645.0,800.07,133.0,288.2,1.66,244.0,98291.0
20190410:1000,16.37,45.15,801.0,868.71,135.0,293.8,2.34,226.0,98262.0
20190410:1100,17.4,39.75,900.0,897.51,140.0,294.6,2.97,231.0,98233.0
20190410:1200,18.38,34.6,935.0,906.4,142.0,307.6,3.38,230.0,98175.0
20190410:1300,19.03,31.85,912.0,932.83,120.0,314.4,3.79,224.0,98117.0
20190410:1400,19.19,30.75,618.0,334.64,360.0,311.8,3.72,220.0,98088.0
20190410:1500,18.85,32.2,386.0,105.25,318.0,319.6,3.45,215.0,98020.0
20190410:1600,18.46,33.5,476.0,801.59,89.0,303.6,2.83,219.0,98020.0
20190410:1700,18.01,35.15,248.0,557.68,85.0,292.8,1.79,230.0,98030.0
20190410:1800,17.33,38.7,49.0,239.92,28.0,287.6,1.1,247.0,98068.0
20190410:1900,16.52,40.95,0.0,-0.0,0.0,288.4,0.83,304.0,98146.0
20190410:2000,15.37,51.4,0.0,-0.0,0.0,284.8,0.9,316.0,98252.0
20190410:2100,13.9,62.4,0.0,-0.0,0.0,281.4,1.24,318.0,98320.0
20190410:2200,12.82,64.3,0.0,-0.0,0.0,279.4,1.52,317.0,98378.0
20190410:2300,11.76,67.4,0.0,-0.0,0.0,278.4,1.66,319.0,98407.0
20190411:0000,10.83,70.4,0.0,-0.0,0.0,277.0,1.72,325.0,98398.0
20190411:0100,9.92,74.0,0.0,-0.0,0.0,275.6,1.86,330.0,98369.0
20190411:0200,9.13,77.5,0.0,-0.0,0.0,274.0,1.93,335.0,98349.0
20190411:0300,8.51,80.4,0.0,-0.0,0.0,271.8,1.93,341.0,98340.0
20190411:0400,8.03,82.5,0.0,-0.0,0.0,270.6,1.93,344.0,98359.0
20190411:0500,7.86,82.4,0.0,-0.0,0.0,268.8,1.86,345.0,98340.0
20190411:0600,8.3,79.45,29.0,47.8,25.0,268.2,1.59,341.0,98359.0
20190411:0700,10.32,72.65,245.0,564.97,82.0,268.4,1.59,338.0,98427.0
20190411:0800,14.54,53.05,459.0,727.67,110.0,272.4,1.24,323.0,98446.0
20190411:0900,16.36,39.85,652.0,815.27,127.0,277.6,1.03,285.0,98475.0
20190411:1000,17.53,37.2,722.0,595.83,263.0,282.4,1.38,219.0,98475.0
20190411:1100,18.36,35.4,903.0,897.47,140.0,289.8,2.34,195.0,98485.0
20190411:1200,18.25,36.8,942.0,923.7,131.0,306.8,2.83,195.0,98456.0
20190411:1300,16.49,47.75,910.0,914.42,131.0,306.2,2.14,204.0,98456.0
20190411:1400,16.88,42.55,842.0,1000.4,68.0,305.2,1.52,210.0,98417.0
20190411:1500,17.43,41.7,647.0,772.33,146.0,309.6,2.28,199.0,98369.0
20190411:1600,17.25,42.95,466.0,731.35,111.0,303.4,2.83,206.0,98369.0
20190411:1700,16.77,45.8,256.0,603.44,78.0,291.0,2.76,217.0,98359.0
20190411:1800,16.09,50.4,55.0,309.83,27.0,289.0,2.34,232.0,98359.0
20190411:1900,15.66,58.4,0.0,-0.0,0.0,287.8,0.97,200.0,98388.0
20190411:2000,15.05,62.65,0.0,-0.0,0.0,287.0,0.41,263.0,98446.0
20190411:2100,14.27,68.8,0.0,-0.0,0.0,290.0,0.76,312.0,98495.0
20190411:2200,13.59,66.25,0.0,-0.0,0.0,280.4,1.03,331.0,98524.0
20190411:2300,12.47,68.5,0.0,-0.0,0.0,278.6,1.24,336.0,98524.0
20190412:0000,11.03,73.2,0.0,-0.0,0.0,276.6,1.52,336.0,98543.0
20190412:0100,9.78,76.15,0.0,-0.0,0.0,274.6,1.86,338.0,98514.0
20190412:0200,8.86,77.75,0.0,-0.0,0.0,272.0,2.07,338.0,98466.0
20190412:0300,8.24,78.6,0.0,-0.0,0.0,269.8,2.21,339.0,98427.0
20190412:0400,7.75,79.1,0.0,-0.0,0.0,267.8,2.21,338.0,98427.0
20190412:0500,7.38,79.15,0.0,-0.0,0.0,266.6,2.14,336.0,98436.0
20190412:0600,7.17,78.75,34.0,56.53,29.0,265.2,2.14,333.0,98475.0
20190412:0700,9.73,72.5,265.0,682.49,65.0,265.4,1.86,338.0,98514.0
20190412:0800,15.22,51.6,481.0,812.21,88.0,271.8,1.1,333.0,98543.0
20190412:0900,17.3,33.1,690.0,952.3,73.0,278.0,0.62,219.0,98572.0
20190412:1000,18.26,33.15,850.0,1012.95,66.0,283.2,2.0,187.0,98591.0
20190412:1100,18.91,34.1,934.0,978.33,99.0,287.4,3.1,186.0,98601.0
20190412:1200,19.38,34.9,0.0,0.0,0.0,291.2,3.38,191.0,98562.0
20190412:1300,19.18,38.1,931.0,961.71,109.0,310.6,4.0,193.0,98514.0
20190412:1400,18.86,40.85,837.0,949.3,100.0,299.2,4.28,200.0,98495.0
20190412:1500,18.75,42.45,695.0,955.05,73.0,293.8,4.07,205.0,98417.0
20190412:1600,18.5,44.15,476.0,758.21,106.0,294.0,3.79,206.0,98407.0
20190412:1700,17.81,46.9,258.0,584.58,84.0,294.6,3.1,210.0,98388.0
20190412:1800,16.9,50.6,54.0,257.49,30.0,292.0,2.34,220.0,98407.0
20190412:1900,16.0,61.05,0.0,-0.0,0.0,290.2,1.66,234.0,98436.0
20190412:2000,15.45,63.65,0.0,-0.0,0.0,284.0,1.59,263.0,98466.0
20190412:2100,14.61,68.75,0.0,-0.0,0.0,283.0,1.59,287.0,98524.0
20190412:2200,13.24,72.45,0.0,-0.0,0.0,279.2,1.72,305.0,98582.0
20190412:2300,12.01,72.3,0.0,-0.0,0.0,277.2,1.79,311.0,98611.0
20190413:0000,10.91,72.2,0.0,-0.0,0.0,274.8,1.86,313.0,98640.0
20190413:0100,9.97,72.35,0.0,-0.0,0.0,272.0,1.93,313.0,98601.0
20190413:0200,9.28,72.3,0.0,-0.0,0.0,270.2,1.86,316.0,98572.0
20190413:0300,8.67,72.5,0.0,-0.0,0.0,268.0,1.93,320.0,98543.0
20190413:0400,8.01,73.4,0.0,-0.0,0.0,267.6,2.14,324.0,98543.0
20190413:0500,7.52,73.35,0.0,-0.0,0.0,266.8,2.21,326.0,98572.0
20190413:0600,7.28,73.05,37.0,64.41,31.0,266.8,2.21,327.0,98591.0
20190413:0700,9.96,66.9,257.0,574.74,86.0,268.2,1.86,329.0,98650.0
20190413:0800,15.84,49.6,467.0,704.83,123.0,274.6,1.1,325.0,98688.0
20190413:0900,18.6,29.45,661.0,800.87,139.0,283.4,0.48,231.0,98717.0
20190413:1000,19.69,28.9,813.0,850.12,152.0,290.2,1.24,187.0,98737.0
20190413:1100,20.55,29.15,910.0,877.73,158.0,295.0,2.21,185.0,98727.0
20190413:1200,21.19,29.95,949.0,902.69,151.0,298.4,3.03,189.0,98679.0
20190413:1300,21.36,31.2,931.0,945.77,120.0,300.4,3.66,193.0,98650.0
20190413:1400,21.05,33.3,832.0,917.87,117.0,301.2,4.07,201.0,98630.0
20190413:1500,20.63,35.3,678.0,864.15,113.0,301.4,4.14,209.0,98562.0
20190413:1600,20.14,38.3,477.0,748.13,110.0,300.8,3.86,215.0,98543.0
20190413:1700,19.35,42.75,260.0,579.41,86.0,300.0,3.38,221.0,98543.0
20190413:1800,18.44,47.1,57.0,270.73,31.0,298.0,2.76,227.0,98562.0
20190413:1900,17.52,54.15,0.0,-0.0,0.0,295.6,2.28,235.0,98591.0
20190413:2000,17.0,57.3,0.0,-0.0,0.0,293.4,2.21,256.0,98640.0
20190413:2100,16.48,58.95,0.0,-0.0,0.0,292.4,2.07,271.0,98698.0
20190413:2200,15.3,62.0,0.0,-0.0,0.0,290.4,2.0,286.0,98727.0
20190413:2300,14.0,63.8,0.0,-0.0,0.0,288.2,2.07,295.0,98717.0
20190414:0000,12.8,65.15,0.0,-0.0,0.0,286.8,2.0,300.0,98688.0
20190414:0100,11.75,65.8,0.0,-0.0,0.0,285.8,1.93,303.0,98650.0
20190414:0200,10.97,67.05,0.0,-0.0,0.0,284.4,1.93,308.0,98601.0
20190414:0300,10.37,68.15,0.0,-0.0,0.0,284.0,2.0,312.0,98572.0
20190414:0400,10.04,68.45,0.0,-0.0,0.0,288.8,2.0,315.0,98562.0
20190414:0500,9.73,69.75,0.0,-0.0,0.0,287.8,2.0,315.0,98553.0
20190414:0600,9.55,70.75,35.0,40.89,31.0,284.8,1.93,314.0,98601.0
20190414:0700,13.13,60.4,252.0,539.83,89.0,288.2,1.31,309.0,98630.0
20190414:0800,17.67,47.45,460.0,680.62,125.0,297.0,1.03,252.0,98659.0
20190414:0900,19.92,37.15,658.0,806.89,129.0,307.0,1.93,209.0,98669.0
20190414:1000,20.96,37.0,813.0,875.75,129.0,312.8,2.48,202.0,98640.0
20190414:1100,21.9,36.05,899.0,870.98,150.0,320.0,2.97,202.0,98611.0
20190414:1200,22.65,35.25,952.0,947.06,112.0,319.4,3.59,204.0,98543.0
20190414:1300,23.12,34.85,905.0,886.98,142.0,321.6,4.07,208.0,98524.0
20190414:1400,23.3,34.7,818.0,891.81,121.0,323.0,4.21,211.0,98456.0
20190414:1500,23.23,35.1,666.0,837.98,116.0,325.0,3.79,215.0,98378.0
20190414:1600,22.93,36.1,468.0,719.94,113.0,325.6,3.38,216.0,98330.0
20190414:1700,22.5,37.5,258.0,574.36,84.0,323.2,2.97,222.0,98291.0
20190414:1800,21.64,40.4,58.0,273.13,31.0,321.6,2.28,225.0,98301.0
20190414:1900,19.88,51.15,0.0,-0.0,0.0,318.2,1.66,236.0,98320.0
20190414:2000,19.55,53.3,0.0,-0.0,0.0,318.0,1.31,263.0,98349.0
20190414:2100,19.19,55.55,0.0,-0.0,0.0,324.6,1.24,283.0,98369.0
20190414:2200,18.13,61.15,0.0,-0.0,0.0,329.0,1.38,282.0,98407.0
